gtf_gene	gtf_gene_trimmed	crovir_transcript	converted_id	converted_id_no_dups
maker-scaffold-mi3-augustus-gene-54.50_crovir-transcript-11401	maker-scaffold-mi3-augustus-gene-54.50	crovir-transcript-11401	UNC45A	UNC45A
maker-scaffold-mi3-augustus-gene-54.51_crovir-transcript-11409	maker-scaffold-mi3-augustus-gene-54.51	crovir-transcript-11409	MAN2A2	MAN2A2
maker-scaffold-mi3-augustus-gene-54.52_crovir-transcript-11413	maker-scaffold-mi3-augustus-gene-54.52	crovir-transcript-11413	MAN2A2	MAN2A2.1
maker-scaffold-mi3-augustus-gene-54.53_crovir-transcript-11412	maker-scaffold-mi3-augustus-gene-54.53	crovir-transcript-11412	maker-scaffold-mi3-augustus-gene-54.53_crovir-transcript-11412	maker-scaffold-mi3-augustus-gene-54.53_crovir-transcript-11412
maker-scaffold-mi3-augustus-gene-54.54_crovir-transcript-11407	maker-scaffold-mi3-augustus-gene-54.54	crovir-transcript-11407	FURIN	FURIN
augustus_masked-scaffold-mi3-processed-gene-54.1_crovir-transcript-11377	augustus_masked-scaffold-mi3-processed-gene-54.1	crovir-transcript-11377	MFAP1	MFAP1
maker-scaffold-mi3-augustus-gene-54.55_crovir-transcript-11402	maker-scaffold-mi3-augustus-gene-54.55	crovir-transcript-11402	HYPK	HYPK
maker-scaffold-mi3-augustus-gene-54.56_crovir-transcript-11398	maker-scaffold-mi3-augustus-gene-54.56	crovir-transcript-11398	PDIA3	PDIA3
maker-scaffold-mi3-augustus-gene-54.57_crovir-transcript-11396	maker-scaffold-mi3-augustus-gene-54.57	crovir-transcript-11396	SLC39A1	SLC39A1
maker-scaffold-mi3-augustus-gene-54.58_crovir-transcript-11399	maker-scaffold-mi3-augustus-gene-54.58	crovir-transcript-11399	CKMT1A	CKMT1A
maker-scaffold-mi3-augustus-gene-54.28_crovir-transcript-11380	maker-scaffold-mi3-augustus-gene-54.28	crovir-transcript-11380	PPIP5K1	PPIP5K1
maker-scaffold-mi3-augustus-gene-54.59_crovir-transcript-11395	maker-scaffold-mi3-augustus-gene-54.59	crovir-transcript-11395	MAP1B	MAP1B.1
maker-scaffold-mi3-augustus-gene-54.29_crovir-transcript-11387	maker-scaffold-mi3-augustus-gene-54.29	crovir-transcript-11387	TP53BP1	TP53BP1
maker-scaffold-mi3-augustus-gene-54.60_crovir-transcript-11405	maker-scaffold-mi3-augustus-gene-54.60	crovir-transcript-11405	TUBGCP4	TUBGCP4
maker-scaffold-mi3-augustus-gene-54.30_crovir-transcript-11385	maker-scaffold-mi3-augustus-gene-54.30	crovir-transcript-11385	IQGAP1	IQGAP1.1
maker-scaffold-mi3-augustus-gene-54.31_crovir-transcript-11376	maker-scaffold-mi3-augustus-gene-54.31	crovir-transcript-11376	MORF4L1	MORF4L1
maker-scaffold-mi3-augustus-gene-54.32_crovir-transcript-11381	maker-scaffold-mi3-augustus-gene-54.32	crovir-transcript-11381	UACA	UACA
maker-scaffold-mi3-augustus-gene-54.33_crovir-transcript-11392	maker-scaffold-mi3-augustus-gene-54.33	crovir-transcript-11392	TLE3	TLE3.1
maker-scaffold-mi3-augustus-gene-54.34_crovir-transcript-11389	maker-scaffold-mi3-augustus-gene-54.34	crovir-transcript-11389	TLE3	TLE3.2
maker-scaffold-mi3-augustus-gene-54.35_crovir-transcript-11379	maker-scaffold-mi3-augustus-gene-54.35	crovir-transcript-11379	XP_005254853	XP_005254853
maker-scaffold-mi3-augustus-gene-54.61_crovir-transcript-11403	maker-scaffold-mi3-augustus-gene-54.61	crovir-transcript-11403	TTLL6	TTLL6.1
maker-scaffold-mi3-augustus-gene-54.36_crovir-transcript-11382	maker-scaffold-mi3-augustus-gene-54.36	crovir-transcript-11382	CIB1	CIB1
augustus_masked-scaffold-mi3-processed-gene-54.21_crovir-transcript-11400	augustus_masked-scaffold-mi3-processed-gene-54.21	crovir-transcript-11400	SEMA4B	SEMA4B
augustus_masked-scaffold-mi3-processed-gene-54.7_crovir-transcript-11378	augustus_masked-scaffold-mi3-processed-gene-54.7	crovir-transcript-11378	IDH2	IDH2
maker-scaffold-mi3-augustus-gene-54.64_crovir-transcript-11397	maker-scaffold-mi3-augustus-gene-54.64	crovir-transcript-11397	ZNF710	ZNF710
augustus_masked-scaffold-mi3-processed-gene-54.8_crovir-transcript-11386	augustus_masked-scaffold-mi3-processed-gene-54.8	crovir-transcript-11386	ANPEP	ANPEP
maker-scaffold-mi3-augustus-gene-54.39_crovir-transcript-11374	maker-scaffold-mi3-augustus-gene-54.39	crovir-transcript-11374	GNRHR	GNRHR
maker-scaffold-mi3-augustus-gene-54.40_crovir-transcript-11388	maker-scaffold-mi3-augustus-gene-54.40	crovir-transcript-11388	RASGRF1	RASGRF1
maker-scaffold-mi3-augustus-gene-54.41_crovir-transcript-11394	maker-scaffold-mi3-augustus-gene-54.41	crovir-transcript-11394	CTSH	CTSH
maker-scaffold-mi3-augustus-gene-54.42_crovir-transcript-11390	maker-scaffold-mi3-augustus-gene-54.42	crovir-transcript-11390	BLM	BLM
maker-scaffold-mi3-augustus-gene-54.43_crovir-transcript-11375	maker-scaffold-mi3-augustus-gene-54.43	crovir-transcript-11375	WDR76	WDR76
maker-scaffold-mi3-augustus-gene-54.65_crovir-transcript-11414	maker-scaffold-mi3-augustus-gene-54.65	crovir-transcript-11414	FRMD5	FRMD5
maker-scaffold-mi3-augustus-gene-54.66_crovir-transcript-11411	maker-scaffold-mi3-augustus-gene-54.66	crovir-transcript-11411	FRMD5	FRMD5.1
maker-scaffold-mi3-augustus-gene-54.44_crovir-transcript-11384	maker-scaffold-mi3-augustus-gene-54.44	crovir-transcript-11384	GOLM2	GOLM2
maker-scaffold-mi3-augustus-gene-54.45_crovir-transcript-11393	maker-scaffold-mi3-augustus-gene-54.45	crovir-transcript-11393	CTDSPL2	CTDSPL2
maker-scaffold-mi3-augustus-gene-54.46_crovir-transcript-11383	maker-scaffold-mi3-augustus-gene-54.46	crovir-transcript-11383	CTDSPL2	CTDSPL2.1
maker-scaffold-mi3-augustus-gene-54.47_crovir-transcript-11391	maker-scaffold-mi3-augustus-gene-54.47	crovir-transcript-11391	EIF3J	EIF3J
maker-scaffold-mi3-augustus-gene-54.68_crovir-transcript-11406	maker-scaffold-mi3-augustus-gene-54.68	crovir-transcript-11406	SPG11	SPG11
maker-scaffold-mi3-augustus-gene-54.69_crovir-transcript-11408	maker-scaffold-mi3-augustus-gene-54.69	crovir-transcript-11408	SPG11	SPG11.1
maker-scaffold-mi3-augustus-gene-54.48_crovir-transcript-11415	maker-scaffold-mi3-augustus-gene-54.48	crovir-transcript-11415	CIAO2A	CIAO2A
maker-scaffold-mi3-augustus-gene-54.70_crovir-transcript-11404	maker-scaffold-mi3-augustus-gene-54.70	crovir-transcript-11404	ADAMTS7	ADAMTS7
augustus_masked-scaffold-ma4-processed-gene-0.4_crovir-transcript-3191	augustus_masked-scaffold-ma4-processed-gene-0.4	crovir-transcript-3191	TMEM72	TMEM72
maker-scaffold-ma4-augustus-gene-0.10_crovir-transcript-3189	maker-scaffold-ma4-augustus-gene-0.10	crovir-transcript-3189	PAOX	PAOX
augustus_masked-scaffold-ma4-processed-gene-0.6_crovir-transcript-3190	augustus_masked-scaffold-ma4-processed-gene-0.6	crovir-transcript-3190	LOC100506514	LOC100506514.2
maker-scaffold-ma4-augustus-gene-0.11_crovir-transcript-3187	maker-scaffold-ma4-augustus-gene-0.11	crovir-transcript-3187	MTG1	MTG1
maker-scaffold-ma4-augustus-gene-0.12_crovir-transcript-3188	maker-scaffold-ma4-augustus-gene-0.12	crovir-transcript-3188	CHUK	CHUK
maker-scaffold-ma4-augustus-gene-0.16_crovir-transcript-3193	maker-scaffold-ma4-augustus-gene-0.16	crovir-transcript-3193	ERICH6B	ERICH6B
maker-scaffold-ma4-augustus-gene-0.13_crovir-transcript-3186	maker-scaffold-ma4-augustus-gene-0.13	crovir-transcript-3186	COG3	COG3
maker-scaffold-ma4-augustus-gene-0.14_crovir-transcript-3185	maker-scaffold-ma4-augustus-gene-0.14	crovir-transcript-3185	maker-scaffold-ma4-augustus-gene-0.14_crovir-transcript-3185	maker-scaffold-ma4-augustus-gene-0.14_crovir-transcript-3185
maker-scaffold-ma4-augustus-gene-0.17_crovir-transcript-3192	maker-scaffold-ma4-augustus-gene-0.17	crovir-transcript-3192	NAT8L	NAT8L
maker-scaffold-ma4-augustus-gene-0.18_crovir-transcript-3195	maker-scaffold-ma4-augustus-gene-0.18	crovir-transcript-3195	NAT8L	NAT8L.1
maker-scaffold-ma4-augustus-gene-0.19_crovir-transcript-3194	maker-scaffold-ma4-augustus-gene-0.19	crovir-transcript-3194	C4orf48	C4orf48
augustus_masked-scaffold-ma4-processed-gene-1.0_crovir-transcript-3198	augustus_masked-scaffold-ma4-processed-gene-1.0	crovir-transcript-3198	NELFA	NELFA
augustus_masked-scaffold-ma4-processed-gene-1.1_crovir-transcript-3200	augustus_masked-scaffold-ma4-processed-gene-1.1	crovir-transcript-3200	NSD2	NSD2
maker-scaffold-ma4-augustus-gene-1.9_crovir-transcript-3196	maker-scaffold-ma4-augustus-gene-1.9	crovir-transcript-3196	LETM1	LETM1
maker-scaffold-ma4-augustus-gene-1.10_crovir-transcript-3197	maker-scaffold-ma4-augustus-gene-1.10	crovir-transcript-3197	FGFR3	FGFR3
maker-scaffold-ma4-augustus-gene-1.14_crovir-transcript-3201	maker-scaffold-ma4-augustus-gene-1.14	crovir-transcript-3201	TACC3	TACC3
maker-scaffold-ma4-augustus-gene-1.11_crovir-transcript-3199	maker-scaffold-ma4-augustus-gene-1.11	crovir-transcript-3199	SLBP	SLBP.1
maker-scaffold-ma4-augustus-gene-2.4_crovir-transcript-3203	maker-scaffold-ma4-augustus-gene-2.4	crovir-transcript-3203	MAEA	MAEA
maker-scaffold-ma4-augustus-gene-2.3_crovir-transcript-3202	maker-scaffold-ma4-augustus-gene-2.3	crovir-transcript-3202	XP_005272318	XP_005272318.1
maker-scaffold-ma4-augustus-gene-3.9_crovir-transcript-3205	maker-scaffold-ma4-augustus-gene-3.9	crovir-transcript-3205	FGFRL1	FGFRL1
maker-scaffold-ma4-augustus-gene-3.10_crovir-transcript-3206	maker-scaffold-ma4-augustus-gene-3.10	crovir-transcript-3206	FGFRL1	FGFRL1.1
augustus_masked-scaffold-ma4-processed-gene-3.4_crovir-transcript-3209	augustus_masked-scaffold-ma4-processed-gene-3.4	crovir-transcript-3209	ST3GAL5	ST3GAL5
maker-scaffold-ma4-augustus-gene-3.11_crovir-transcript-3211	maker-scaffold-ma4-augustus-gene-3.11	crovir-transcript-3211	TPT1	TPT1
augustus_masked-scaffold-ma4-processed-gene-3.6_crovir-transcript-3207	augustus_masked-scaffold-ma4-processed-gene-3.6	crovir-transcript-3207	KCTD4	KCTD4
augustus_masked-scaffold-ma4-processed-gene-3.7_crovir-transcript-3208	augustus_masked-scaffold-ma4-processed-gene-3.7	crovir-transcript-3208	GPALPP1	GPALPP1
maker-scaffold-ma4-augustus-gene-3.12_crovir-transcript-3204	maker-scaffold-ma4-augustus-gene-3.12	crovir-transcript-3204	NUFIP1	NUFIP1
augustus_masked-scaffold-ma4-processed-gene-3.8_crovir-transcript-3210	augustus_masked-scaffold-ma4-processed-gene-3.8	crovir-transcript-3210	LACC1	LACC1
maker-scaffold-ma4-augustus-gene-4.3_crovir-transcript-3212	maker-scaffold-ma4-augustus-gene-4.3	crovir-transcript-3212	ENOX1	ENOX1
maker-scaffold-ma4-augustus-gene-5.16_crovir-transcript-3223	maker-scaffold-ma4-augustus-gene-5.16	crovir-transcript-3223	DNAJC15	DNAJC15
maker-scaffold-ma4-augustus-gene-5.17_crovir-transcript-3217	maker-scaffold-ma4-augustus-gene-5.17	crovir-transcript-3217	maker-scaffold-ma4-augustus-gene-5.17_crovir-transcript-3217	maker-scaffold-ma4-augustus-gene-5.17_crovir-transcript-3217
maker-scaffold-ma4-augustus-gene-5.13_crovir-transcript-3214	maker-scaffold-ma4-augustus-gene-5.13	crovir-transcript-3214	TNFSF11	TNFSF11
maker-scaffold-ma4-augustus-gene-5.18_crovir-transcript-3216	maker-scaffold-ma4-augustus-gene-5.18	crovir-transcript-3216	AKAP11	AKAP11
maker-scaffold-ma4-augustus-gene-5.19_crovir-transcript-3224	maker-scaffold-ma4-augustus-gene-5.19	crovir-transcript-3224	DGKD	DGKD
maker-scaffold-ma4-augustus-gene-5.20_crovir-transcript-3222	maker-scaffold-ma4-augustus-gene-5.20	crovir-transcript-3222	DGKH	DGKH
maker-scaffold-ma4-augustus-gene-5.21_crovir-transcript-3219	maker-scaffold-ma4-augustus-gene-5.21	crovir-transcript-3219	NAA16	NAA16
maker-scaffold-ma4-augustus-gene-5.22_crovir-transcript-3220	maker-scaffold-ma4-augustus-gene-5.22	crovir-transcript-3220	RGCC	RGCC
maker-scaffold-ma4-augustus-gene-5.14_crovir-transcript-3215	maker-scaffold-ma4-augustus-gene-5.14	crovir-transcript-3215	VWA8	VWA8
maker-scaffold-ma4-augustus-gene-5.23_crovir-transcript-3218	maker-scaffold-ma4-augustus-gene-5.23	crovir-transcript-3218	PIDD1	PIDD1.1
maker-scaffold-ma4-augustus-gene-5.24_crovir-transcript-3221	maker-scaffold-ma4-augustus-gene-5.24	crovir-transcript-3221	WBP4	WBP4
maker-scaffold-ma4-augustus-gene-5.15_crovir-transcript-3213	maker-scaffold-ma4-augustus-gene-5.15	crovir-transcript-3213	ELF1	ELF1
maker-scaffold-ma4-augustus-gene-6.5_crovir-transcript-3227	maker-scaffold-ma4-augustus-gene-6.5	crovir-transcript-3227	SUGT1	SUGT1
augustus_masked-scaffold-ma4-processed-gene-6.1_crovir-transcript-3225	augustus_masked-scaffold-ma4-processed-gene-6.1	crovir-transcript-3225	PCDH8	PCDH8
maker-scaffold-ma4-augustus-gene-6.6_crovir-transcript-3226	maker-scaffold-ma4-augustus-gene-6.6	crovir-transcript-3226	OLFM4	OLFM4
maker-scaffold-ma4-augustus-gene-7.6_crovir-transcript-3228	maker-scaffold-ma4-augustus-gene-7.6	crovir-transcript-3228	PCDH8	PCDH8.1
augustus_masked-scaffold-ma4-processed-gene-12.0_crovir-transcript-3229	augustus_masked-scaffold-ma4-processed-gene-12.0	crovir-transcript-3229	PCDH17	PCDH17
augustus_masked-scaffold-ma4-processed-gene-12.1_crovir-transcript-3230	augustus_masked-scaffold-ma4-processed-gene-12.1	crovir-transcript-3230	PCDH17	PCDH17.1
augustus_masked-scaffold-ma4-processed-gene-15.3_crovir-transcript-3231	augustus_masked-scaffold-ma4-processed-gene-15.3	crovir-transcript-3231	DIAPH3	DIAPH3
maker-scaffold-ma4-augustus-gene-16.9_crovir-transcript-3233	maker-scaffold-ma4-augustus-gene-16.9	crovir-transcript-3233	DIAPH3	DIAPH3.1
augustus_masked-scaffold-ma4-processed-gene-16.2_crovir-transcript-3232	augustus_masked-scaffold-ma4-processed-gene-16.2	crovir-transcript-3232	TDRD3	TDRD3
trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-16.0	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-16.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-16.0	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-16.0
trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-17.0	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-17.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-17.0	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-17.0
maker-scaffold-ma4-augustus-gene-17.2_crovir-transcript-3234	maker-scaffold-ma4-augustus-gene-17.2	crovir-transcript-3234	PCDH20	PCDH20
trnascan-scaffold-ma4-noncoding-Pseudo_AAC-gene-18.0	trnascan-scaffold-ma4-noncoding-Pseudo_AAC-gene-18.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_AAC-gene-18.0	trnascan-scaffold-ma4-noncoding-Pseudo_AAC-gene-18.0
maker-scaffold-ma4-augustus-gene-18.3_crovir-transcript-3236	maker-scaffold-ma4-augustus-gene-18.3	crovir-transcript-3236	VPS52	VPS52
maker-scaffold-ma4-augustus-gene-18.4_crovir-transcript-3235	maker-scaffold-ma4-augustus-gene-18.4	crovir-transcript-3235	VPS52	VPS52.1
augustus_masked-scaffold-ma4-processed-gene-18.2_crovir-transcript-3237	augustus_masked-scaffold-ma4-processed-gene-18.2	crovir-transcript-3237	COL5A1	COL5A1
trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-19.0	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-19.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-19.0	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-19.0
maker-scaffold-ma4-augustus-gene-23.2_crovir-transcript-3238	maker-scaffold-ma4-augustus-gene-23.2	crovir-transcript-3238	PCDH9	PCDH9
augustus_masked-scaffold-ma4-processed-gene-25.1_crovir-transcript-3239	augustus_masked-scaffold-ma4-processed-gene-25.1	crovir-transcript-3239	PCDH9	PCDH9.1
augustus_masked-scaffold-ma4-processed-gene-26.0_crovir-transcript-3240	augustus_masked-scaffold-ma4-processed-gene-26.0	crovir-transcript-3240	RPS25	RPS25.1
augustus_masked-scaffold-ma4-processed-gene-28.0_crovir-transcript-3241	augustus_masked-scaffold-ma4-processed-gene-28.0	crovir-transcript-3241	KLHL1	KLHL1
maker-scaffold-ma4-augustus-gene-28.3_crovir-transcript-3242	maker-scaffold-ma4-augustus-gene-28.3	crovir-transcript-3242	KLHL1	KLHL1.1
maker-scaffold-ma4-augustus-gene-30.2_crovir-transcript-3244	maker-scaffold-ma4-augustus-gene-30.2	crovir-transcript-3244	XP_011533241	XP_011533241
augustus_masked-scaffold-ma4-processed-gene-30.1_crovir-transcript-3243	augustus_masked-scaffold-ma4-processed-gene-30.1	crovir-transcript-3243	XP_011533241	XP_011533241.1
maker-scaffold-ma4-augustus-gene-32.2_crovir-transcript-3245	maker-scaffold-ma4-augustus-gene-32.2	crovir-transcript-3245	BORA	BORA
augustus_masked-scaffold-ma4-processed-gene-32.1_crovir-transcript-3246	augustus_masked-scaffold-ma4-processed-gene-32.1	crovir-transcript-3246	DIS3	DIS3
maker-scaffold-ma4-augustus-gene-33.3_crovir-transcript-3248	maker-scaffold-ma4-augustus-gene-33.3	crovir-transcript-3248	PIBF1	PIBF1
maker-scaffold-ma4-augustus-gene-33.4_crovir-transcript-3250	maker-scaffold-ma4-augustus-gene-33.4	crovir-transcript-3250	PIBF1	PIBF1.1
maker-scaffold-ma4-augustus-gene-33.5_crovir-transcript-3249	maker-scaffold-ma4-augustus-gene-33.5	crovir-transcript-3249	maker-scaffold-ma4-augustus-gene-33.5_crovir-transcript-3249	maker-scaffold-ma4-augustus-gene-33.5_crovir-transcript-3249
maker-scaffold-ma4-augustus-gene-33.6_crovir-transcript-3247	maker-scaffold-ma4-augustus-gene-33.6	crovir-transcript-3247	KLF5	KLF5
maker-scaffold-ma4-augustus-gene-34.1_crovir-transcript-3251	maker-scaffold-ma4-augustus-gene-34.1	crovir-transcript-3251	KLF12	KLF12
maker-scaffold-ma4-augustus-gene-35.9_crovir-transcript-3255	maker-scaffold-ma4-augustus-gene-35.9	crovir-transcript-3255	TBC1D4	TBC1D4
maker-scaffold-ma4-augustus-gene-35.10_crovir-transcript-3254	maker-scaffold-ma4-augustus-gene-35.10	crovir-transcript-3254	COMMD6	COMMD6
maker-scaffold-ma4-augustus-gene-35.6_crovir-transcript-3252	maker-scaffold-ma4-augustus-gene-35.6	crovir-transcript-3252	UCHL3	UCHL3
augustus_masked-scaffold-ma4-processed-gene-35.2_crovir-transcript-3253	augustus_masked-scaffold-ma4-processed-gene-35.2	crovir-transcript-3253	EFEMP2	EFEMP2
maker-scaffold-ma4-augustus-gene-36.8_crovir-transcript-3256	maker-scaffold-ma4-augustus-gene-36.8	crovir-transcript-3256	LMO7	LMO7
maker-scaffold-ma4-augustus-gene-36.9_crovir-transcript-3258	maker-scaffold-ma4-augustus-gene-36.9	crovir-transcript-3258	LMO7	LMO7.1
maker-scaffold-ma4-augustus-gene-36.10_crovir-transcript-3257	maker-scaffold-ma4-augustus-gene-36.10	crovir-transcript-3257	KATNAL2	KATNAL2
trnascan-scaffold-ma4-noncoding-Pseudo_ACA-gene-36.0	trnascan-scaffold-ma4-noncoding-Pseudo_ACA-gene-36.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_ACA-gene-36.0	trnascan-scaffold-ma4-noncoding-Pseudo_ACA-gene-36.0
augustus_masked-scaffold-ma4-processed-gene-37.0_crovir-transcript-3259	augustus_masked-scaffold-ma4-processed-gene-37.0	crovir-transcript-3259	ACOD1	ACOD1
maker-scaffold-ma4-augustus-gene-37.4_crovir-transcript-3262	maker-scaffold-ma4-augustus-gene-37.4	crovir-transcript-3262	FBXL3	FBXL3.1
augustus_masked-scaffold-ma4-processed-gene-37.2_crovir-transcript-3260	augustus_masked-scaffold-ma4-processed-gene-37.2	crovir-transcript-3260	MYCBP2	MYCBP2
augustus_masked-scaffold-ma4-processed-gene-37.3_crovir-transcript-3261	augustus_masked-scaffold-ma4-processed-gene-37.3	crovir-transcript-3261	MYCBP2	MYCBP2.1
augustus_masked-scaffold-ma4-processed-gene-38.1_crovir-transcript-3263	augustus_masked-scaffold-ma4-processed-gene-38.1	crovir-transcript-3263	OBI1	OBI1.1
trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-38.0	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-38.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-38.0	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-38.0
maker-scaffold-ma4-augustus-gene-40.5_crovir-transcript-3265	maker-scaffold-ma4-augustus-gene-40.5	crovir-transcript-3265	RBM26	RBM26
maker-scaffold-ma4-augustus-gene-40.4_crovir-transcript-3264	maker-scaffold-ma4-augustus-gene-40.4	crovir-transcript-3264	NDFIP2	NDFIP2
maker-scaffold-ma4-augustus-gene-50.2_crovir-transcript-3266	maker-scaffold-ma4-augustus-gene-50.2	crovir-transcript-3266	DHPS	DHPS
maker-scaffold-ma4-augustus-gene-51.2_crovir-transcript-3267	maker-scaffold-ma4-augustus-gene-51.2	crovir-transcript-3267	maker-scaffold-ma4-augustus-gene-51.2_crovir-transcript-3267	maker-scaffold-ma4-augustus-gene-51.2_crovir-transcript-3267
trnascan-scaffold-ma4-noncoding-Thr_TGT-gene-52.0	trnascan-scaffold-ma4-noncoding-Thr_TGT-gene-52.0	NA	trnascan-scaffold-ma4-noncoding-Thr_TGT-gene-52.0	trnascan-scaffold-ma4-noncoding-Thr_TGT-gene-52.0
maker-scaffold-ma4-augustus-gene-52.5_crovir-transcript-3268	maker-scaffold-ma4-augustus-gene-52.5	crovir-transcript-3268	INPP5K	INPP5K
maker-scaffold-ma4-augustus-gene-52.6_crovir-transcript-3269	maker-scaffold-ma4-augustus-gene-52.6	crovir-transcript-3269	INPP5K	INPP5K.1
maker-scaffold-ma4-augustus-gene-52.7_crovir-transcript-3270	maker-scaffold-ma4-augustus-gene-52.7	crovir-transcript-3270	PITPNA	PITPNA
augustus_masked-scaffold-ma4-processed-gene-53.1_crovir-transcript-3271	augustus_masked-scaffold-ma4-processed-gene-53.1	crovir-transcript-3271	MYO1D	MYO1D
maker-scaffold-ma4-augustus-gene-54.3_crovir-transcript-3272	maker-scaffold-ma4-augustus-gene-54.3	crovir-transcript-3272	MYO1D	MYO1D.1
maker-scaffold-ma4-augustus-gene-54.4_crovir-transcript-3273	maker-scaffold-ma4-augustus-gene-54.4	crovir-transcript-3273	LRRC37A	LRRC37A
augustus_masked-scaffold-ma4-processed-gene-55.0_crovir-transcript-3274	augustus_masked-scaffold-ma4-processed-gene-55.0	crovir-transcript-3274	LRRC37A	LRRC37A.1
maker-scaffold-ma4-augustus-gene-55.4_crovir-transcript-3275	maker-scaffold-ma4-augustus-gene-55.4	crovir-transcript-3275	maker-scaffold-ma4-augustus-gene-55.4_crovir-transcript-3275	maker-scaffold-ma4-augustus-gene-55.4_crovir-transcript-3275
maker-scaffold-ma4-augustus-gene-62.1_crovir-transcript-3276	maker-scaffold-ma4-augustus-gene-62.1	crovir-transcript-3276	GPC6	GPC6
augustus_masked-scaffold-ma4-processed-gene-64.0_crovir-transcript-3279	augustus_masked-scaffold-ma4-processed-gene-64.0	crovir-transcript-3279	GPC6	GPC6.1
maker-scaffold-ma4-augustus-gene-64.5_crovir-transcript-3277	maker-scaffold-ma4-augustus-gene-64.5	crovir-transcript-3277	GPC6	GPC6.2
augustus_masked-scaffold-ma4-processed-gene-64.3_crovir-transcript-3280	augustus_masked-scaffold-ma4-processed-gene-64.3	crovir-transcript-3280	DCT	DCT
maker-scaffold-ma4-augustus-gene-64.8_crovir-transcript-3281	maker-scaffold-ma4-augustus-gene-64.8	crovir-transcript-3281	TGDS	TGDS
maker-scaffold-ma4-augustus-gene-64.6_crovir-transcript-3278	maker-scaffold-ma4-augustus-gene-64.6	crovir-transcript-3278	GPR180	GPR180
maker-scaffold-ma4-augustus-gene-65.1_crovir-transcript-3282	maker-scaffold-ma4-augustus-gene-65.1	crovir-transcript-3282	ABCC4	ABCC4
augustus_masked-scaffold-ma4-processed-gene-66.0_crovir-transcript-3287	augustus_masked-scaffold-ma4-processed-gene-66.0	crovir-transcript-3287	ABCC4	ABCC4.1
maker-scaffold-ma4-augustus-gene-66.5_crovir-transcript-3283	maker-scaffold-ma4-augustus-gene-66.5	crovir-transcript-3283	CLDN10	CLDN10
augustus_masked-scaffold-ma4-processed-gene-66.3_crovir-transcript-3285	augustus_masked-scaffold-ma4-processed-gene-66.3	crovir-transcript-3285	DZIP1	DZIP1
maker-scaffold-ma4-augustus-gene-66.6_crovir-transcript-3284	maker-scaffold-ma4-augustus-gene-66.6	crovir-transcript-3284	DNAJC3	DNAJC3.2
maker-scaffold-ma4-augustus-gene-66.11_crovir-transcript-3286	maker-scaffold-ma4-augustus-gene-66.11	crovir-transcript-3286	UGGT2	UGGT2
maker-scaffold-ma4-augustus-gene-67.4_crovir-transcript-3290	maker-scaffold-ma4-augustus-gene-67.4	crovir-transcript-3290	MBNL2	MBNL2
maker-scaffold-ma4-augustus-gene-67.5_crovir-transcript-3291	maker-scaffold-ma4-augustus-gene-67.5	crovir-transcript-3291	MBNL2	MBNL2.1
maker-scaffold-ma4-augustus-gene-67.8_crovir-transcript-3292	maker-scaffold-ma4-augustus-gene-67.8	crovir-transcript-3292	SLAIN1	SLAIN1
maker-scaffold-ma4-augustus-gene-67.6_crovir-transcript-3288	maker-scaffold-ma4-augustus-gene-67.6	crovir-transcript-3288	SCEL	SCEL
maker-scaffold-ma4-augustus-gene-67.7_crovir-transcript-3289	maker-scaffold-ma4-augustus-gene-67.7	crovir-transcript-3289	CFAP99	CFAP99
maker-scaffold-ma4-augustus-gene-68.9_crovir-transcript-3297	maker-scaffold-ma4-augustus-gene-68.9	crovir-transcript-3297	ZFAND4	ZFAND4
maker-scaffold-ma4-augustus-gene-68.10_crovir-transcript-3299	maker-scaffold-ma4-augustus-gene-68.10	crovir-transcript-3299	WASHC2A	WASHC2A
maker-scaffold-ma4-augustus-gene-68.11_crovir-transcript-3298	maker-scaffold-ma4-augustus-gene-68.11	crovir-transcript-3298	WASHC2C	WASHC2C
trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-68.0	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-68.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-68.0	trnascan-scaffold-ma4-noncoding-Pseudo_GCA-gene-68.0
